planeta,estrela,a_UA,R_Rterra,Teff_K,L_Lsol,distancia_pc
HD 34445 b,HD 34445,2.07000,13.900,5879,2.01,46.09
K2-37 d,K2-37,0.11020,2.310,5352,0.39086,179.94
NGTS-31 b,NGTS-31,0.06400,18.046,5710,2.7733,497.38
Kepler-1498 b,Kepler-1498,0.25280,1.330,5256,0.68292,740.00
HIP 18606 b,HIP 18606,1.61000,14.000,4860,11.482,47.03
Kepler-256 b,Kepler-256,0.02700,1.590,5551,0.87277,1026.43
TOI-3984 A b,TOI-3984 A,0.04100,7.900,3476,0.026664,108.88
Kepler-801 b,Kepler-801,0.07950,2.000,4435,0.15917,440.43
TOI-2525 c,TOI-2525,0.24900,10.133,5096,0.363,395.40
KIC 3526061 b,KIC 3526061,5.14000,12.100,4829,16.4,401.23
Kepler-167 c,Kepler-167,0.06840,1.674,4884,0.289,341.91
TOI-1248 b,TOI-1248,0.05100,6.808,5205,0.501,168.74
HD 23079 b,HD 23079,1.60000,13.200,5994,1.35,33.46
HD 11964 c,HD 11964,0.22900,5.380,5303,2.8777,33.54
Kepler-219 d,Kepler-219,0.27200,2.810,5786,1.6364,787.07
Kepler-962 b,Kepler-962,0.09874,1.970,5478,0.54809,411.49
Kepler-1663 b,Kepler-1663,0.10720,3.304,3844,0.077725,337.93
TIC 52059926 b,TIC 52059926,0.55300,10.710,4505,0.19,216.58
Kepler-1998 b,Kepler-1998,0.04050,0.600,5640,0.85941,340.96
Kepler-921 b,Kepler-921,0.27160,2.870,5663,0.93411,934.49
Kepler-1137 b,Kepler-1137,0.18710,2.200,6807,5.6792,921.78
HD 224538 b,HD 224538,2.37500,12.700,6097,2.95,79.06
K2-63 c,K2-63,0.18900,3.900,6771,1.6576,517.53
TOI-3364 b,TOI-3364,0.06750,12.229,5706,1.93,277.90
Kepler-569 b,Kepler-569,0.19784,3.160,5616,0.78233,638.30
Kepler-1539 b,Kepler-1539,0.47650,2.700,5176,0.37491,748.33
HIP 4845 b,HIP 4845,0.17600,3.890,4010,0.092491,21.10
Kepler-1482 b,Kepler-1482,0.09968,1.010,5381,0.82627,567.56
HATS-53 b,HATS-53,0.04753,15.020,5644,1.11,585.77
TOI-5422 b,TOI-5422,0.06190,9.102,5820,2.25,346.14
Kepler-117 b,Kepler-117,0.14450,8.059,6150,3.4495,1455.57
Kepler-1976 b,Kepler-1976,0.05650,12.210,5712,1.0995,1314.51
Kepler-1676 b,Kepler-1676,0.19540,3.377,5878,1.212,
LHS 1678 d,LHS 1678,0.04000,0.981,3490,0.0145,19.88
Kepler-289 c,Kepler-289,0.50155,11.230,5990,1.1508,704.44
WASP-161 b,WASP-161,0.06730,12.812,6400,4.44,343.08
Kepler-449 c,Kepler-449,0.19790,2.764,5649,1.977,241.95
Kepler-169 e,Kepler-169,0.10500,2.200,4997,0.31907,406.53
HD 86950 b,HD 86950,2.72000,13.000,4805,36.3,209.84
HD 127506 b,HD 127506,0.28700,5.670,4595,0.21749,22.53
TOI-1347 c,TOI-1347,0.05460,1.600,5464,0.55,147.48
Kepler-54 c,Kepler-54,0.08090,1.230,3705,0.05,271.70
Kepler-1150 b,Kepler-1150,0.03820,1.020,4754,0.21588,358.52
Kepler-390 c,Kepler-390,0.10100,0.790,5166,0.44463,435.28
Kepler-1092 b,Kepler-1092,0.29960,2.070,5862,1.247,981.23
Kepler-259 c,Kepler-259,0.21700,2.700,5938,0.70354,1002.14
Kepler-1765 b,Kepler-1765,0.09170,2.495,5692,0.73114,764.46
Kepler-138 b,Kepler-138,0.07530,0.640,3841,0.056,66.86
HD 219415 b,HD 219415,3.20000,13.800,4820,4.1687,165.18
K2-285 d,K2-285,0.11780,2.480,4975,0.37859,154.96
HD 140901 c,HD 140901,11.80000,13.400,5610,0.79001,15.25
Kepler-1536 b,Kepler-1536,0.85070,3.140,4434,0.15052,387.25
TOI-1824 b,TOI-1824,0.15100,2.744,5165,0.424,59.43
Kepler-509 b,Kepler-509,0.23702,2.490,6060,1.7097,332.44
Kepler-431 b,Kepler-431,0.07190,0.764,6004,3.1506,486.55
GJ 649 b,GJ 649,1.11200,10.800,3734,0.043551,10.38
DMPP-4 b,DMPP-4,0.04853,3.530,6400,2.88,25.33
Kepler-184 d,Kepler-184,0.17900,2.490,5788,0.59554,610.33
Kepler-813 b,Kepler-813,0.14390,2.140,5743,0.84879,840.00
Kepler-1140 b,Kepler-1140,0.14780,2.770,4850,0.27174,656.48
TOI-1799 b,TOI-1799,0.07250,1.642,5690,0.867,62.13
K2-65 b,K2-65,0.10140,1.580,5213,0.46989,72.20
Kepler-104 d,Kepler-104,0.25700,3.580,5711,1.2282,400.79
K2-72 d,K2-72,0.05000,1.010,3360,0.014564,66.43
Kepler-11 g,Kepler-11,0.46600,3.330,5663,1.3189,646.35
HD 148164 b,HD 148164,0.99300,13.700,6032,2.138,77.20
Kepler-402 b,Kepler-402,0.05100,1.220,6090,1.5977,625.34
K2-184 b,K2-184,0.16850,1.470,5245,0.39891,75.59
Kepler-372 d,Kepler-372,0.20100,1.690,6509,2.0928,1493.95
2MASS J11550485-7919108 b,2MASS J11550485-7919108,587.00000,12.100,3021,0.027056,100.86
HD 25723 b,HD 25723,1.49000,13.300,4766,87.989,114.82
Kepler-1499 b,Kepler-1499,0.23225,1.190,5097,0.34322,309.87
HD 187123 b,HD 187123,0.04260,14.200,5790,1.3401,45.95
Kepler-1073 b,Kepler-1073,0.08050,2.300,5792,0.97672,809.90
HD 1666 b,HD 1666,0.94000,12.700,6317,5.3703,117.91
OGLE-TR-10 b,OGLE-TR-10,0.04340,14.011,5950,1.5417,1344.97
Kepler-436 b,Kepler-436,0.33900,2.730,4651,0.19907,588.87
Kepler-84 b,Kepler-84,0.08270,2.230,6039,2.4547,1023.90
8 UMi b,8 UMi,0.46200,13.500,4847,52.901,162.55
Kepler-1093 b,Kepler-1093,0.17543,1.950,6166,2.8866,1072.88
KOI-351 e,KOI-351,0.42000,2.660,6080,1.8558,848.25
Kepler-778 b,Kepler-778,0.04530,1.680,5102,0.38621,938.17
HD 101581 b,HIP 56998,0.04600,0.956,4675,0.16525,12.78
TOI-1883 b,TOI-1883,0.04230,5.650,3554,0.0371,115.37
Kepler-1522 b,Kepler-1522,0.02880,1.730,5706,1.2352,814.12
Kepler-1245 b,Kepler-1245,0.04840,1.440,5306,0.38821,805.94
HD 159868 b,HD 159868,2.32000,13.300,5534,3.5953,55.85
K2-220 b,K2-220,0.11040,2.370,5612,0.86884,233.51
Kepler-154 f,Kepler-154,0.08832,1.500,5769,1.0795,915.21
Kepler-1938 b,Kepler-1938,0.09380,1.828,4522,0.22411,421.15
TOI-2322 c,TOI-2322,0.13620,1.874,4664,0.181,59.86
WASP-68 b,WASP-68,0.06206,14.796,5910,3.1989,226.40
Kepler-658 b,Kepler-658,0.01880,1.630,4103,0.12612,388.38
HD 76700 b,HD 76700,0.05000,9.600,5644,1.808,60.88
Kepler-227 b,Kepler-227,0.09000,3.110,5854,0.75661,1083.06
Kepler-260 b,Kepler-260,0.07500,2.010,5250,0.80913,627.37
Kepler-1089 b,Kepler-1089,0.04970,1.830,3753,0.050436,259.33
HD 235088 b,HD 235088,0.07060,1.982,5075,0.36,41.17
NGTS-34 b,NGTS-34,0.25700,3.650,6134,2.38,120.47
K2-138 f,K2-138,0.10447,2.904,5356,0.51696,202.59
TOI-1683.01,TOI-1683,0.03651,2.638,4402,0.16345,51.19
Kepler-18 c,Kepler-18,0.07520,5.490,5345,0.93111,433.05
Kepler-831 b,Kepler-831,0.05984,1.270,5732,1.0278,593.54
Kepler-221 c,Kepler-221,0.05900,2.930,5243,0.39419,385.23
K2-257 b,K2-257,0.02160,0.830,3725,0.041592,64.01
Kepler-27 d,Kepler-27,0.06578,2.706,5251,0.46837,1044.36
BD+55 362 b,BD+55 362,0.78000,14.000,5012,0.48646,52.57
TOI-270 c,TOI-270,0.04526,2.330,3506,0.0194,22.48
Kepler-412 b,Kepler-412,0.02897,15.031,5750,1.8558,1086.24
TOI-2158 b,TOI-2158,0.07500,10.761,5673,1.7014,198.47
Kepler-651 b,Kepler-651,0.14078,2.370,5522,0.55819,509.41
HD 151450 b,HD 151450,0.16000,6.940,6092,1.704,43.60
HD 134987 b,HD 134987,0.81000,13.500,5736,1.8,26.18
CoRoT-8 b,CoRoT-8,0.06300,6.390,5080,0.39811,322.04
K2-411 b,K2-411,0.05110,0.990,5711,1.8117,298.22
HD 3167 e,HD 3167,0.37970,3.970,5338,0.55301,47.29
Kepler-1381 b,Kepler-1381,0.17280,2.250,5747,0.7637,1197.04
Kepler-1325 b,Kepler-1325,0.20040,2.860,5550,0.73109,973.37
COCONUTS-2 b,COCONUTS-2 A,7506.00000,12.576,3552,0.019099,10.89
Kepler-703 b,Kepler-703,0.05350,8.200,6185,1.1661,1156.83
Kepler-616 c,Kepler-616,0.40240,3.410,5753,0.77359,945.77
TOI-1533 c,TOI-1533,0.07600,7.500,5146,0.45,100.05
TOI-1408 b,TOI-1408,0.05778,25.000,6117,2.96,139.48
HAT-P-32 b,HAT-P-32,0.03397,22.194,6001,2.178,289.20
HIP 91258 b,HIP 91258,0.06000,13.700,5519,0.59979,45.88
CD Cet b,CD Cet,0.01850,1.820,3130,0.002934,8.61
K2-22 b,K2-22,0.00900,2.300,3879,0.084256,243.84
Kepler-1322 b,Kepler-1322,0.01830,1.610,5488,0.79336,1350.32
HAT-P-16 b,HAT-P-16,0.04130,14.684,6140,1.97,226.64
Kepler-1999 b,Kepler-1999,0.07130,3.290,4406,0.16857,701.25
Kepler-1285 b,Kepler-1285,0.12758,0.970,6170,3.0261,422.27
TOI-3688 A b,TOI-3688 A,0.04560,13.081,5950,1.92,396.38
HD 5278 c,HD 5278,0.24160,4.490,6203,1.907,57.58
Kepler-1592 b,Kepler-1592,0.04000,1.540,6213,3.2148,1639.47
HD 12484 b,HD 12484,0.29700,13.200,5920,1.0524,48.34
Kepler-1003 b,Kepler-1003,0.04333,1.780,6109,1.9121,941.90
Kepler-213 b,Kepler-213,0.03600,1.620,5696,1.2078,634.94
Kepler-305 b,Kepler-305,0.05746,3.600,5080,0.37742,868.48
GJ 536 b,GJ 536,0.06680,2.410,3641,0.04437,10.41
Kepler-361 c,Kepler-361,0.30000,2.520,6169,2.8758,930.32
Kepler-1778 b,Kepler-1778,0.09560,3.017,6310,1.2526,1276.29
Kepler-1005 b,Kepler-1005,0.06717,1.500,5782,1.3665,567.81
Kepler-346 b,Kepler-346,0.07100,2.660,6033,0.70378,984.11
Kepler-421 b,Kepler-421,1.21900,4.160,5308,0.39994,348.56
Kepler-688 b,Kepler-688,0.04600,9.760,5715,0.94702,1357.75
Kepler-123 c,Kepler-123,0.18100,1.480,6089,2.5676,1021.66
Kepler-614 b,Kepler-614,0.10270,2.390,5268,0.38156,528.00
Kepler-1079 b,Kepler-1079,0.10920,1.630,5758,1.8323,591.10
Kepler-211 b,Kepler-211,0.04800,1.260,5123,0.3861,309.35
Kepler-870 b,Kepler-870,0.15390,2.780,5857,1.1038,1259.46
Kepler-257 c,Kepler-257,0.06600,5.410,5180,0.41922,780.26
Kepler-1724 b,Kepler-1724,0.06830,2.837,6092,1.136,1060.77
TOI-5398 b,TOI-5398,0.09800,10.300,6000,1.3099,130.85
TOI-640 b,TOI-640,0.06608,19.279,6460,6.83,342.00
Kepler-187 b,Kepler-187,0.05900,1.410,6105,3.1094,1143.00
HIP 66074 b,HIP 66074,0.79900,12.900,4300,0.152,35.44
HD 147018 b,HD 147018,0.23880,13.400,5441,0.71192,40.43
HD 216520 b,HD 216520,0.19800,3.180,5103,0.35318,19.55
Kepler-573 b,Kepler-573,0.14527,2.790,5746,1.0681,771.47
Kepler-975 b,Kepler-975,0.02898,1.480,4897,0.30772,426.09
Kepler-520 c,Kepler-520,0.06035,1.070,6112,3.2383,623.90
Kepler-476 b,Kepler-476,0.11260,3.080,5837,1.2442,813.53
Kepler-1073 c,Kepler-1073,0.04830,1.640,5792,0.97672,809.90
Kepler-684 b,Kepler-684,0.06400,3.360,5493,1.6169,1731.27
Kepler-351 b,Kepler-351,0.21400,3.060,5643,0.41073,1083.91
Kepler-1295 b,Kepler-1295,0.04640,1.550,5486,0.52145,1174.46
HATS-54 b,HATS-54,0.03700,11.377,5621,1.302,748.59
WASP-159 b,WASP-159,0.05380,15.468,6120,4.7643,715.38
K2-26 b,K2-26,0.09620,2.670,3785,0.049,99.05
TIC 9344899 b,TIC 9344899,0.08150,9.160,5800,1.08,532.23
Kepler-670 b,Kepler-670,0.03830,13.180,5709,0.79378,939.74
Kepler-118 b,Kepler-118,0.07300,1.960,5274,0.4194,574.23
GJ 357 b,GJ 357,0.03600,1.200,3505,0.01591,9.44
BD-210397 b,BD-210397,2.63000,14.000,4051,0.135,23.73
LHS 1903 d,LHS 1903,0.08604,2.500,3664,0.047369,35.69
CoRoT-24 b,CoRoT-24,0.05600,3.700,4950,0.25033,591.55
HIP 948 b,HIP 948,15.03700,12.100,4497,0.17465,34.85
Kepler-1062 b,Kepler-1062,0.07480,1.760,4597,0.20787,397.45
K2-167 b,K2-167,0.09320,2.365,6310,3.21,80.90
Kepler-495 b,Kepler-495,0.04270,5.230,5346,0.57876,658.92
Kepler-1151 b,Kepler-1151,0.31970,2.220,5470,0.45503,682.44
Kepler-574 b,Kepler-574,0.07230,2.390,5612,0.61053,682.90
TOI-3819 b,TOI-3819,0.04611,13.137,5859,2.51,558.14
Kepler-1162 b,Kepler-1162,0.19000,2.210,5390,0.47612,940.21
GJ 414 A c,GJ 414 A,1.40000,8.400,4120,0.119,11.89
Kepler-401 b,Kepler-401,0.12200,1.710,6117,3.6822,965.56
Kepler-37 e,Kepler-37,0.25000,0.370,5288,0.47657,63.92
HD 28185 c,HD 28185,8.50000,12.800,5602,0.97,39.38
HAT-P-19 b,HAT-P-19,0.04599,11.299,4962,0.327,202.08
TOI-1634 b,TOI-1634,0.01544,1.759,3550,0.0289,35.27
HD 19994 b,HD 19994,1.30500,13.600,6188,3.8019,22.52
Kepler-82 b,Kepler-82,0.16830,4.070,5401,0.65303,904.33
Kepler-446 c,Kepler-446,0.02830,1.110,3359,0.0056538,96.34
KOI-1257 b,KOI-1257,0.38200,10.540,5520,1.0695,656.00
Kepler-138 e,Kepler-138,0.18030,0.797,3841,0.056,66.86
TOI-5789 c,TOI-5789,0.10090,2.860,5185,0.469,20.46
HD 222582 b,HD 222582,1.34000,12.600,5790,1.3023,42.16
Kepler-1650 b,Kepler-1650,0.01670,0.960,3410,0.013459,134.40
Kepler-210 c,Kepler-210,0.07000,3.620,4559,0.15895,232.75
TOI-1269 b,TOI-1269,0.04960,2.401,5499,0.603,172.14
Kepler-1551 b,Kepler-1551,0.17720,2.660,6136,1.754,1463.72
K2-159 b,K2-159,0.10130,2.260,5425,0.50584,171.00
Kepler-1352 b,Kepler-1352,0.02883,0.890,6118,1.8323,670.83
TOI-2236 b,TOI-2236,0.05009,14.370,6248,3.41,355.59
HD 132563 b,HD 132563,2.62000,13.600,6289,2.3664,105.16
Kepler-1439 b,Kepler-1439,0.05940,1.460,3578,0.02858,225.39
Kepler-1202 b,Kepler-1202,0.17900,2.940,5834,0.7347,1175.38
HIP 113103 b,HIP 113103,0.06899,1.829,4930,0.26528,46.21
HAT-P-44 c,HAT-P-44,1.75200,13.000,5295,0.63973,347.85
GJ 9827 c,GJ 9827,0.03950,1.130,4236,0.099001,29.66
K2-149 b,K2-149,0.08300,1.640,3745,0.049,123.68
Kepler-139 d,Kepler-139,0.07555,1.695,5622,1.0375,391.04
Kepler-1474 b,Kepler-1474,0.21080,2.160,5870,1.0693,1180.90
HD 14067 b,HD 14067,5.15000,12.200,4815,79.068,142.02
Kepler-128 c,Kepler-128,0.16517,1.521,6072,3.762,396.38
Kepler-1639 b,Kepler-1639,0.09320,2.580,6150,1.3968,1031.31
TOI-2580 b,TOI-2580,0.04800,17.374,6120,4.13,379.25
Kepler-485 b,Kepler-485,0.04401,14.410,5958,1.1997,1140.95
Kepler-1000 b,Kepler-1000,0.53260,4.760,6453,5.1844,1115.62
HAT-P-7 b,HAT-P-7,0.03809,16.926,6389,6.5193,341.08
Kepler-33 b,Kepler-33,0.06770,1.740,5904,3.5975,1209.16
2MASS J02192210-3925225 b,2MASS J02192210-3925225,156.00000,16.141,3064,0.0058884,40.09
TOI-2084 b,TOI-2084,0.05006,2.470,3551,0.0322,114.55
Kepler-1602 b,Kepler-1602,0.09744,1.340,6296,1.5901,629.80
LHS 1140 c,LHS 1140,0.02700,1.272,3096,0.0038,14.99
K2-222 b,K2-222,0.11860,2.275,5942,1.34,101.32
K2-72 e,K2-72,0.10600,1.290,3360,0.014564,66.43
HD 25171 b,HD 25171,2.97100,13.900,6125,1.89,55.61
K2-195 b,K2-195,0.12080,3.130,5713,0.97284,315.01
TOI-2458 b,TOI-2458,0.04820,2.830,6005,2.1942,112.96
K2-146 b,K2-146,0.02480,2.050,3385,0.015,79.30
Kepler-644 b,Kepler-644,0.04641,3.150,6747,5.1335,1318.05
Kepler-120 c,Kepler-120,0.08800,1.530,4096,0.21037,388.63
TIC 365102760 b,TIC 365102760,0.06220,6.210,4900,5.0933,555.55
Kepler-1153 b,Kepler-1153,0.02770,1.730,5470,0.51942,1119.49
TOI-5292 A b,TOI-5292 A,0.02790,12.644,3919,0.079201,337.10
Kepler-1738 b,Kepler-1738,0.07810,2.825,6063,0.9876,1302.87
WASP-7 b,WASP-7,0.06170,14.908,6400,3.4421,162.30
K2-283 b,K2-283,0.02910,3.520,5060,0.29947,402.92
Kepler-226 d,Kepler-226,0.07600,1.220,5571,0.57649,980.14
Kepler-327 b,Kepler-327,0.02900,1.110,3799,0.055,241.99
TOI-1347 b,TOI-1347,0.01710,1.800,5464,0.55,147.48
HD 10975 b,HD 10975,0.95000,14.300,4840,61.64,116.51
TOI-1173 b,TOI-1173,0.06960,9.190,5350,0.678,132.35
HIP 41378 c,HIP 41378,0.20930,2.740,6290,2.4915,106.29
Kepler-109 b,Kepler-109,0.07010,2.490,5950,2.221,474.86
K2-28 b,K2-28,0.02140,2.320,3214,0.011489,63.00
K2-6 b,K2-6,0.18980,2.500,5850,0.75847,316.82
Kepler-952 b,Kepler-952,0.51830,7.650,5730,1.2493,1304.25
WASP-26 b,WASP-26,0.04000,13.563,6034,1.9375,252.76
Kepler-334 c,Kepler-334,0.10700,1.430,5828,1.1365,426.59
Kepler-194 d,Kepler-194,0.27500,2.400,6089,1.1033,1097.97
Kepler-272 c,Kepler-272,0.06100,1.790,5297,1.165,889.61
WASP-87 b,WASP-87,0.02946,15.524,6450,3.4422,298.39
Kepler-92 d,Kepler-92,0.28682,2.067,5904,3.6156,477.99
Kepler-945 b,Kepler-945,0.20370,2.630,5718,1.058,1651.25
Kepler-723 b,Kepler-723,0.04790,12.190,5539,0.67298,1071.80
K2-90 b,K2-90,0.09600,2.600,4484,0.11138,134.19
WASP-77 A b,WASP-77 A,0.02323,13.560,5617,0.743,105.17
GJ 1061 b,GJ 1061,0.02100,1.040,2953,0.0017,3.67
Kepler-102 b,Kepler-102,0.05521,0.460,4909,0.2604,107.80
HIP 9618 b,HIP 9618,0.14500,3.828,5649,0.84801,67.55
Kepler-1764 b,Kepler-1764,0.35120,4.555,6461,2.5981,1542.48
Kepler-634 b,Kepler-634,0.05765,1.890,6075,2.6348,888.03
EPIC 211822797 b,EPIC 211822797,0.11950,1.920,4057,0.070301,186.20
Kepler-681 b,Kepler-681,0.16350,3.080,5021,0.34937,686.92
Kepler-68 b,Kepler-68,0.06135,2.357,5847,1.7024,144.17
Kepler-53 c,Kepler-53,0.22091,3.170,5858,1.0854,1366.07
Kepler-1652 b,Kepler-1652,0.16540,1.600,3638,0.023014,252.00
Kepler-352 b,Kepler-352,0.08500,0.860,5212,0.36953,252.73
HD 18742 b,HD 18742,1.82000,13.100,4940,13.9,162.69
Kepler-731 b,Kepler-731,0.05050,13.880,5849,1.0845,1257.16
KOI-7368 b,KOI-7368,0.06780,2.220,5241,0.48359,265.00
TOI-2088 b,TOI-2088,0.47200,3.683,5081,0.435,126.46
GJ 238 b,GJ 238,0.02123,0.566,3485,0.0242,15.21
Kepler-1192 b,Kepler-1192,0.16930,2.360,5438,0.74422,1304.19
Kepler-214 b,Kepler-214,0.13000,2.610,6169,3.2419,1208.44
Kepler-1354 b,Kepler-1354,0.35210,2.970,6168,2.0048,1119.45
Kepler-1897 b,Kepler-1897,0.15460,2.814,5165,0.4075,983.17
TOI-178 f,TOI-178,0.10390,2.417,4316,0.136,62.70
Kepler-452 b,Kepler-452,1.04600,1.630,5757,1.2147,551.73
CI Tau c,CI Tau,0.17000,13.000,3807,0.55644,158.00
Kepler-259 b,Kepler-259,0.07900,2.800,5938,0.70354,1002.14
HIP 98599 b,HIP 98599,3.96000,12.700,5978,2.7043,75.94
WASP-82 b,WASP-82,0.04470,18.159,6480,6.2262,275.66
WASP-15 b,WASP-15,0.05165,15.805,6300,3.0903,282.09
K2-154 b,K2-154,0.04050,1.990,4097,0.096,129.36
Kepler-1869 c,Kepler-1869,0.02800,0.740,5808,0.891,113.03
Kepler-240 b,Kepler-240,0.04800,1.370,4985,0.29954,746.93
Kepler-601 b,Kepler-601,0.05494,1.900,5160,0.3731,414.82
gam Lib b,gam Lib,1.31900,13.700,4879,78.941,47.40
HD 136118 b,HD 136118,2.32700,12.300,6097,3.7041,51.44
Kepler-781 b,Kepler-781,0.10190,2.890,5162,0.41329,1064.47
Kepler-1550 b,Kepler-1550,0.76810,3.020,5991,1.3166,1179.01
K2-72 b,K2-72,0.04000,1.080,3360,0.014564,66.43
Kepler-743 b,Kepler-743,0.04166,1.210,5486,0.6663,278.99
NGTS-32 b,NGTS-32,0.04400,15.917,5680,2.9575,837.46
HD 155358 b,HD 155358,0.63000,13.800,5905,1.9929,43.62
TOI-5126 c,TOI-5126,0.14390,3.860,6150,1.99,160.41
TOI-406 c,TOI-406,0.03220,1.320,3392,0.0193,31.06
Kepler-545 b,Kepler-545,0.11248,2.690,5882,1.2789,818.00
KPS-1 b,KPS-1,0.02690,11.545,5165,0.4438,262.71
Kepler-916 b,Kepler-916,0.18850,1.760,5248,0.52667,830.71
NGTS-25 b,NGTS-25,0.03880,11.467,5321,0.511,521.23
Kepler-20 e,Kepler-20,0.06370,0.821,5495,0.68468,282.56
TOI-277 b,TOI-277,0.02690,2.650,4031,0.044627,64.67
L 98-59 f,L 98-59,0.10520,1.480,3415,0.0122,10.62
HD 156846 b,HD 156846,1.12000,12.400,6090,4.98,47.73
TOI-2025 b,TOI-2025,0.08920,11.893,5977,2.44,335.99
Kepler-845 b,Kepler-845,0.01668,2.040,4913,0.24846,431.05
Kepler-1919 b,Kepler-1919,0.21070,2.624,5513,0.53257,1177.53
HD 13808 b,HD 13808,0.10519,3.350,5035,0.36766,28.23
HD 192310 c,HD 192310,1.18000,5.250,5166,0.385,8.80
K2-151 b,K2-151,0.03730,1.490,3695,0.028,69.48
HIP 56640 b,HIP 56640,4.55000,12.700,4769,11.22,122.32
Kepler-1878 b,Kepler-1878,0.05210,2.920,5918,1.5378,1494.30
TOI-2443 b,TOI-2443,0.10500,2.363,4375,0.1365,23.93
HD 219139 b,HD 219139,0.94000,14.000,4831,62.32,104.94
TOI-2384 b,TOI-2384,0.02793,11.489,3943,0.07602,191.51
Kepler-1020 b,Kepler-1020,0.37594,2.280,5227,0.36646,415.36
Kepler-1447 b,Kepler-1447,0.28360,2.900,5722,0.90747,890.30
TOI-1470 c,TOI-1470,0.10600,2.470,3709,0.0376,51.95
HD 74698 c,HD 74698,4.50000,14.000,5783,1.79,52.06
Kepler-915 b,Kepler-915,0.05655,1.500,6173,3.2028,849.04
HATS-58 A b,HATS-58 A,0.05798,12.274,7175,4.89,403.59
TIC 241249530 b,TIC 241249530,0.64100,13.294,6166,2.56,324.45
TOI-3261 b,TOI-3261,0.01714,3.820,5068,0.43,300.14
HAT-P-59 b,HAT-P-59,0.05064,12.588,5678,1.132,265.47
Kepler-910 b,Kepler-910,0.03752,0.820,6230,3.1219,400.29
HD 102195 b,HD 102195,0.05000,14.200,5301,0.463,29.34
K2-8 c,K2-8,0.05320,2.410,4870,0.27978,403.51
Kepler-849 b,Kepler-849,1.13700,8.082,5950,3.74,822.13
Kepler-92 b,Kepler-92,0.12232,3.510,5883,3.6156,477.99
HD 17674 b,HD 17674,1.42000,13.900,5904,1.6022,44.43
Kepler-405 c,Kepler-405,0.18800,4.660,5818,0.4662,1065.08
K2-223 b,K2-223,0.01270,0.890,5859,0.92166,198.60
Kepler-1065 c,Kepler-1065,0.03440,1.600,5635,0.76588,1122.48
TOI-6086 b,TOI-6086,0.01541,1.180,3200,0.00634,31.46
Kepler-46 b,Kepler-46,0.19680,9.057,5155,0.5559,777.06
HIP 38594 c,HIP 38594,3.80500,7.940,4086,0.08661,17.79
TOI-3071 b,TOI-3071,0.02490,7.160,6177,2.6102,485.22
HD 178911 B b,HD 178911 B,0.34000,12.600,5588,0.90538,40.97
Kepler-145 c,Kepler-145,0.26244,4.320,6022,4.9163,566.85
GJ 682 c,GJ 682,0.17600,2.890,3028,0.002,5.01
Kepler-144 b,Kepler-144,0.06600,1.330,6075,1.9144,384.92
Kepler-251 e,Kepler-251,0.40400,2.770,5526,0.67302,924.62
TOI-406.01,TOI-406,0.08090,2.080,3392,0.0193,31.06
HD 216437 b,HD 216437,2.57000,13.000,5909,2.2387,26.69
Kepler-196 d,Kepler-196,0.45450,2.661,5132,0.40498,451.31
HIP 65 A b,HIP 65 A,0.01782,22.754,4590,0.2099,61.79
Kepler-549 d,Kepler-549,0.15750,4.200,5312,0.49411,635.14
Kepler-235 e,Kepler-235,0.21300,2.220,4255,0.079001,428.02
Kepler-1013 b,Kepler-1013,0.13700,2.150,4954,0.29458,422.25
TOI-5789 e,TOI-5789,0.29010,3.430,5185,0.469,20.46
Kepler-405 b,Kepler-405,0.09500,2.080,5818,0.4662,1065.08
Kepler-1883 b,Kepler-1883,0.44380,3.251,6208,0.96474,1377.61
Kepler-313 b,Kepler-313,0.12500,2.530,5727,2.051,1079.40
HD 210702 b,HD 210702,1.07900,13.600,4912,10.85,54.20
Kepler-1421 b,Kepler-1421,0.07576,0.930,6335,3.9757,783.40
Kepler-1660 AB b,Kepler-1660 A,0.80000,12.900,6305,4.6583,1188.54
WISEP J121756.91+162640.2 A b,WISEP J121756.91+162640.2 A,8.00000,10.468,575,8.1283e-07,10.10
HD 36384 b,HD 36384,1.30000,12.700,3940,388.28,209.31
TIC 139270665 b,TIC 139270665,0.16300,7.230,5844,1.077,189.88
Kepler-1372 b,Kepler-1372,0.02400,1.270,5677,1.029,1303.22
Kepler-84 f,Kepler-84,0.25000,2.200,6031,1.6293,1023.90
Kepler-205 c,Kepler-205,0.12200,1.640,4321,0.11062,159.72
Kepler-1507 b,Kepler-1507,0.11946,0.840,5410,0.47395,320.48
Kepler-702 b,Kepler-702,0.08800,9.170,5419,0.6933,992.07
K2-417 b,K2-417,0.06300,3.310,3861,0.0628,94.04
Kepler-186 c,Kepler-186,0.04510,1.250,3788,0.04121,177.59
TOI-1794 b,TOI-1794,0.08200,3.297,5631,1.575,155.79
Kepler-339 b,Kepler-339,0.05500,1.420,5631,0.48616,616.64
K2-228 b,K2-228,0.03380,1.210,4715,0.14164,129.46
Kepler-1805 b,Kepler-1805,0.06990,1.545,3867,0.066535,221.64
TOI-261.01,TOI-261,0.03479,3.045,5890,1.7774,114.50
TOI-1201 b,TOI-1201,0.02870,2.415,3476,0.034,37.89
TOI-421 b,TOI-421,0.05540,2.640,5291,0.5398,74.80
K2-286 b,K2-286,0.17680,2.100,3926,0.089999,76.15
Kepler-370 b,Kepler-370,0.05400,1.590,5852,1.0141,1167.94
